id,label,number_corners,length_width_ratio,perimeter_area_ratio,ratio_of_areas,solidity,mu02,mu03,m11,nu02,m12,mu21,mu20,nu20,m30,nu21,mu11,mu12,nu11,nu12,m02,m03,m00,m01,mu30,nu30,nu03,m10,m20,m21,hu1,hu2,hu3,hu4,hu5,hu6,hu7
572,Cotinus_Coggygria,1.0,1.58,0.0113393515807,1.4719862498,0.95810166799,951992746.386,109779273.308,8257098372.42,0.0560933626565,1.91767592226e+12,-430165555.757,1933128137.26,0.113903869622,6.36560535262e+12,-7.02235738481e-05,42718632.7935,-1225506260.8,0.00251706934803,-0.000200061181689,5849888746.33,1.50357363407e+12,130275.0,25260114.8333,-321125207.231,-5.24229785549e-05,1.79212231266e-05,42364349.0,15709662899.8,3.07343191834e+12,0.000666790733307,5.17800567683e-08,1.60222875631e-14,6.03369161162e-15,-2.43491586517e-29,1.31040720391e-18,5.40976965603e-29
302,Eucalyptus_Neglecta,2.0,3.55172413793,0.0138656230012,1.45560868638,0.967243721559,414841235.585,1001431276.21,8357217779.46,0.024435979485,1.38289858336e+12,-17484675863.1,4567648943.62,0.269054679976,1.75835646715e+13,-0.00285326675712,178398396.977,-6885285027.04,0.0105084528604,-0.00112358702185,3013258361.92,543695520172.0,130294.5,18399985.3333,49437758274.3,0.00806758520061,0.000163420276837,57916088.6667,30311431884.9,4.42164496406e+12,0.00114872337147,9.21846614868e-07,1.23226317917e-11,3.20357714337e-12,1.78384210147e-23,2.02726435527e-15,9.32386082219e-24
1148,Quercus_x_Turneri,2.0,2.26688102894,0.0128420556413,1.66707217859,0.943527778882,579288150.308,2745487511.16,9349405977.96,0.0340040410982,1.90854159083e+12,-13003109937.5,3389728928.5,0.198976073885,1.25961462874e+13,-0.00211272073115,-11290371.1996,16262173632.1,-0.000662741411302,0.00264224724172,4695613814.58,1.04237992607e+12,130521.5,23179063.8333,-107050145268.0,-0.0173933053145,0.000446081622768,52710158.5,24676343080.9,4.36010244689e+12,0.000912392829837,4.16382277035e-07,4.12617686625e-11,1.31877845688e-11,3.06743418429e-22,8.27986109757e-15,-2.33666390486e-23
1284,Crataegus_Monogyna,35.0,1.00808080808,0.0191793481143,1.87100903671,0.807864686612,1524220773.27,-43246023881.1,10743150144.5,0.0902433282271,3.58027794968e+12,32911631351.9,1430322450.06,0.0846839648136,4.10115924143e+12,0.00540515863434,54231647.3288,-4878384511.33,0.00321085005271,-0.000801189156536,12629718564.7,4.53981792664e+12,129962.0,37990692.3333,-714557710.737,-0.000117353580521,-0.00710240148483,36565620.1667,11718287995.2,3.48893648117e+12,0.000684544722835,1.04931627534e-09,3.2420822086e-11,2.13487978534e-13,8.40964736678e-26,6.85242930548e-18,5.55326734803e-25
517,Quercus_Agrifolia,8.0,1.42525773196,0.0109456057635,1.49207938693,0.93467642469,2220206811.59,-16817854617.3,10000065225.4,0.108804060242,3.60119045721e+12,8875431386.24,1200423359.43,0.0588282743905,2.46733506699e+12,0.00115081114804,26000618.1538,5061298520.67,0.00127419338107,0.000656260919348,15821540302.5,6.23541272071e+12,142848.0,44078603.5,-2592036486.11,-0.000336090084474,-0.00218064607087,32323510.0,8514556555.0,2.64797870793e+12,0.000657366496657,3.84588943392e-08,2.20001932956e-12,6.87154527271e-14,2.31348825004e-26,1.06243387691e-17,-1.33640895691e-26
202,Quercus_Kewensis,6.0,2.60273972603,0.0142937475303,1.686373446,1.0,1.0,0.0,307440.0,0.0625,86083474.5,1.58324837685e-08,1.66666666663,0.104166666664,82735947.0,4.94765117764e-10,0.0,0.0,0.0,0.0,313601.0,87808840.0,4.0,1120.0,2.98023223877e-08,9.31322574615e-10,0.0,1098.0,301402.666667,84392746.6667,0.00101950448694,6.17637578106e-07,6.36064731786e-11,2.52995010359e-11,1.01434726593e-21,1.97728626683e-14,3.315911155e-23
163,Quercus_Coccinea,15.0,1.14974182444,0.0244560057722,2.94769300877,1.0,3.0,0.0,134000.0,0.03,35912150.0,9.60426405072e-10,21.6666666667,0.216666666667,1253250.0,3.037134965e-12,0.0,0.0,0.0,0.0,718243.0,192490732.0,10.0,2680.0,4.65661287308e-10,1.47255028606e-12,0.0,500.0,25021.6666667,6705806.66667,0.000950245057539,6.59018743054e-08,2.56283930687e-12,2.91752102974e-14,-5.24146250171e-27,-2.68432181334e-18,-6.01431082391e-27
1349,Ilex_Aquifolium,12.0,1.77987421384,0.0136596422022,1.55704349631,0.945687440994,626201031.424,105293087.671,7291545875.62,0.0476040321618,1.61600338055e+12,186098641.45,1773187189.72,0.134798340744,5.85782342533e+12,4.17739607525e-05,47535639.5262,4342986347.32,0.00361367675759,0.000974879449998,4830082571.08,1.16460328939e+12,114692.5,21957998.1667,-15188235636.4,-0.00340933579329,2.36353649744e-05,37837403.8333,14255861548.1,2.76084989196e+12,0.000714989841202,1.1709309783e-07,2.48613553378e-12,3.68031711888e-13,3.51335402881e-25,1.24743364478e-16,2.22395585738e-26
1480,Quercus_Greggii,10.0,1.72753623188,0.0117338759854,1.50512762329,0.954512996036,2673613696.66,81617236929.3,8550451785.67,0.145246407325,3.15489449099e+12,-22985033341.0,871774743.655,0.0473599270047,1.76597541006e+12,-0.00339003018291,251802688.276,14969952348.2,0.0136794017298,0.00220789718006,14352519253.2,5.86142507268e+12,135674.0,39806077.8333,-8595565761.24,-0.00126774788348,0.0120376112808,28284899.6667,6768523930.33,2.06785638016e+12,0.000754918239978,1.58312270774e-07,3.33989078146e-11,4.53834510605e-12,5.58659649103e-23,1.80280485787e-15,-9.67405494768e-25
856,Magnolia_Heptapeta,2.0,1.87775551102,0.00794698847399,1.58317757642,0.96858724977,4243174936.44,24138442440.4,44243300991.2,0.0490786806085,1.48146686859e+13,-47120783596.7,11546911476.2,0.133557345348,6.30708494397e+13,-0.00100511309529,420610988.856,92610203798.1,0.00486499677522,0.00197542828218,27104957842.0,9.94842918828e+12,294035.0,81988806.1667,-343047738996.0,-0.00731740324452,0.000514886696378,157160535.167,95548590915.3,2.70453062957e+13,0.000716274416149,1.11179027351e-07,1.13552222749e-11,1.74581381194e-12,7.77242227512e-24,5.80786611831e-16,-1.03254693667e-25
